マスター,地名,センター,燃やすごみ,缶 びん ペットボトル,プラスチック製容器包装,小型金属
6,御陵天徳町,山科エコまちステーション,月 木,水,金,水2
6,御陵鳥ノ向町(安祥寺川東側),山科エコまちステーション,火 金,水,木,水3
6,御陵鳥ノ向町(安祥寺川西側),山科エコまちステーション,月 木,水,金,水2
6,御陵中内,山科エコまちステーション,月 木,水,金,水2
6,御陵中筋町,山科エコまちステーション,月 木,水,金,水2
6,御陵原西町,山科エコまちステーション,月 木,水,金,水1
6,御陵平林町,山科エコまちステーション,火 金,水,木,水3
6,御陵封ジ山町,山科エコまちステーション,月 木,水,金,水1
6,御陵別所町,山科エコまちステーション,月 木,水,金,水2
6,御陵山ノ谷,山科エコまちステーション,月 木,水,金,水1
7,相之町,下京エコまちステーション,月 木,金,水,水2
7,悪王子町,下京エコまちステーション,月 木,金,水,水2
7,朝妻町,下京エコまちステーション,月 木,金,水,水2
7,芦刈山町,下京エコまちステーション,月 木,水,火,水2
7,新シ町,下京エコまちステーション,月 木,水,金,水1
7,安土町,下京エコまちステーション,月 木,金,水,水2
7,油小路町,下京エコまちステーション,月 木,水,金,水1
7,飴屋町,下京エコまちステーション,月 木,水,金,水1
7,綾大宮町,下京エコまちステーション,火 金,水,火,水3
7,綾材木町,下京エコまちステーション,月 木,金,水,水2
7,綾西洞院町(西洞院通西側),下京エコまちステーション,月 木,水,火,水2
7,綾西洞院町(西洞院通東側),下京エコまちステーション,月 木,金,水,水2
7,綾堀川町(堀川通西側),下京エコまちステーション,火 金,水,火,水3
7,綾堀川町(堀川通東側),下京エコまちステーション,月 木,水,火,水2
7,石井筒町,下京エコまちステーション,月 木,水,火,水2
7,石不動之町,下京エコまちステーション,月 木,金,水,水2
7,和泉町,下京エコまちステーション,月 木,水,金,水1
7,和泉屋町,下京エコまちステーション,月 木,金,水,水2
7,伊勢松町,下京エコまちステーション,火 金,水,火,水1
7,市之町,下京エコまちステーション,月 木,金,水,水2
7,井筒町,下京エコまちステーション,月 木,水,金,水1
7,糸屋町,下京エコまちステーション,月 木,金,水,水2
7,因幡堂町,下京エコまちステーション,月 木,金,水,水2
7,稲荷町,下京エコまちステーション,月 木,金,水,水2
7,稲荷町(七条通),下京エコまちステーション,月 木,水,金,水1
7,乾町(仏光寺通以外),下京エコまちステーション,月 木,水,金,水1
7,今大黒町,下京エコまちステーション,火 金,水,火,水3
7,岩滝町,下京エコまちステーション,月 木,水,金,水1
7,岩戸山町,下京エコまちステーション,月 木,金,水,水2
7,植松町,下京エコまちステーション,月 木,金,水,水2
7,艮町,下京エコまちステーション,月 木,金,水,水2
7,打越町,下京エコまちステーション,月 木,水,金,水1
7,梅小路石橋町,下京エコまちステーション,火 金,木,月,水4
7,梅小路頭町,下京エコまちステーション,火 金,水,月,水4
7,梅小路高畑町,下京エコまちステーション,火 金,木,月,水4
7,梅小路東中町,下京エコまちステーション,火 金,木,月,水4
7,梅小路西中町,下京エコまちステーション,火 金,木,月,水4
7,梅小路東町,下京エコまちステーション,火 金,木,月,水4
7,梅小路本町,下京エコまちステーション,火 金,木,月,水4
7,梅湊町,下京エコまちステーション,月 木,水,金,水1
7,裏片町,下京エコまちステーション,月 木,水,火,水3
7,永養寺町,下京エコまちステーション,月 木,水,火,水2
7,榎木町,下京エコまちステーション,月 木,水,金,水1
7,蛭子町,下京エコまちステーション,月 木,水,金,水1
7,恵美須之町(寺町通),下京エコまちステーション,月 木,金,水,水2
7,夷之町(間之町通),下京エコまちステーション,月 木,水,金,水1
7,夷馬場町(壬生川通西側),下京エコまちステーション,火 金,水,火,水3
7,夷馬場町(壬生川通東側),下京エコまちステーション,月 木,水,火,水1
7,蛭子水町,下京エコまちステーション,月 木,水,金,水1
7,恵美須屋町,下京エコまちステーション,月 木,金,水,水2
7,扇酒屋町,下京エコまちステーション,月 木,金,水,水2
7,大江町,下京エコまちステーション,月 木,金,水,水2
7,大坂町,下京エコまちステーション,月 木,水,金,水1
7,大津町,下京エコまちステーション,月 木,水,金,水1
7,大堀町,下京エコまちステーション,月 木,金,水,水2
7,大政所町,下京エコまちステーション,月 木,金,水,水2
7,大宮町,下京エコまちステーション,月 木,水,金,水1
7,大宮１丁目,下京エコまちステーション,月 木,水,火,水3
7,大宮２丁目,下京エコまちステーション,月 木,水,火,水3
7,大宮３丁目,下京エコまちステーション,月 木,水,火,水3
7,御旅町,下京エコまちステーション,月 木,金,水,水2
7,御旅宮本町,下京エコまちステーション,月 木,金,水,水2
7,小田原町,下京エコまちステーション,月 木,金,水,水2
7,皆山町,下京エコまちステーション,月 木,水,金,水1
7,垣ヶ内町,下京エコまちステーション,火 金,水,火,水1
7,柿本町(五条通北側),下京エコまちステーション,火 金,水,火,水3
7,柿本町(五条通南側),下京エコまちステーション,月 木,水,金,水3
7,鍵屋町(麩屋町通),下京エコまちステーション,月 木,金,水,水2
7,鍵屋町(麩屋町通以外),下京エコまちステーション,月 木,水,金,水1
7,学林町,下京エコまちステーション,月 木,水,金,水1
7,風早町,下京エコまちステーション,月 木,水,火,水2
7,傘鉾町,下京エコまちステーション,月 木,水,火,水2
7,鍛冶屋町(堺町通),下京エコまちステーション,月 木,金,水,水2
7,鍛冶屋町(西洞院通),下京エコまちステーション,月 木,水,金,水1
7,柏屋町,下京エコまちステーション,月 木,水,火,水2
7,柏屋町(柳馬場通),下京エコまちステーション,月 木,金,水,水2
7,堅田町,下京エコまちステーション,月 木,金,水,水2
7,郭巨山町,下京エコまちステーション,月 木,金,水,水2
7,金屋町,下京エコまちステーション,月 木,水,金,水1
7,金換町,下京エコまちステーション,火 金,水,火,水1
7,鎌屋町,下京エコまちステーション,火 金,水,火,水1
7,上鱗形町,下京エコまちステーション,月 木,金,水,水2
7,上夷町,下京エコまちステーション,火 金,水,火,水1
7,上金仏町,下京エコまちステーション,月 木,水,火,水2
7,上糀屋町,下京エコまちステーション,火 金,水,火,水1
7,上五条町,下京エコまちステーション,火 金,水,火,水3
7,上三之宮町,下京エコまちステーション,月 木,水,金,水1
7,上数珠屋町,下京エコまちステーション,月 木,水,金,水1
7,上錫屋町,下京エコまちステーション,月 木,水,金,水1
7,上諏訪町,下京エコまちステーション,月 木,水,金,水1
7,上長福寺町,下京エコまちステーション,火 金,水,火,水3
7,上中之町,下京エコまちステーション,火 金,水,火,水1
7,上二之宮町,下京エコまちステーション,月 木,水,金,水1
7,上之町(大宮通),下京エコまちステーション,火 金,水,火,水3
7,上之町(河原町通),下京エコまちステーション,月 木,水,金,水1
7,上平野町,下京エコまちステーション,月 木,水,金,水1
7,上柳町,下京エコまちステーション,月 木,金,水,水2
7,上柳町,下京エコまちステーション,月 木,水,金,水1
7,上若宮町,下京エコまちステーション,月 木,水,金,水1
7,亀町,下京エコまちステーション,月 木,水,金,水1
7,亀屋町,下京エコまちステーション,月 木,金,水,水2
7,烏丸２丁目,下京エコまちステーション,月 木,水,金,水1
7,唐津屋町,下京エコまちステーション,火 金,水,火,水3
7,唐物町,下京エコまちステーション,月 木,水,金,水1
7,雁金町(岩上通),下京エコまちステーション,火 金,水,火,水3
7,雁金町(高辻通),下京エコまちステーション,月 木,金,水,水2
7,川端町,下京エコまちステーション,火 金,水,火,水1
7,川端町,下京エコまちステーション,月 木,水,金,水1
7,観喜寺町,下京エコまちステーション,月 木,金,水,水2
7,函谷鉾町,下京エコまちステーション,火 金,水,火,水3
7,元日町(堀川通西側),下京エコまちステーション,月 木,水,金,水3
7,元日町(堀川通東側),下京エコまちステーション,月 木,水,金,水1
7,官社殿町,下京エコまちステーション,月 木,金,水,水2
7,管大臣町,下京エコまちステーション,月 木,金,水,水2
7,菊屋町(若宮通),下京エコまちステーション,月 木,金,水,水2
7,菊屋町,下京エコまちステーション,月 木,水,金,水1
7,北小路町,下京エコまちステーション,月 木,水,金,水1
7,北不動堂町,下京エコまちステーション,月 木,水,金,水1
7,北町,下京エコまちステーション,月 木,水,金,水1
7,北門前町,下京エコまちステーション,火 金,水,火,水3
7,吉文字町,下京エコまちステーション,火 金,水,火,水3
7,木津屋町,下京エコまちステーション,火 金,水,火,水1
7,京極町,下京エコまちステーション,月 木,金,水,水2
7,喜吉町,下京エコまちステーション,月 木,水,火,水2
7,金東横町,下京エコまちステーション,月 木,水,火,水2
7,釘隠町,下京エコまちステーション,月 木,金,水,水2
7,小石町,下京エコまちステーション,月 木,金,水,水2
7,小泉町,下京エコまちステーション,月 木,水,火,水2
7,小稲荷町,下京エコまちステーション,月 木,水,金,水1
7,荒神町,下京エコまちステーション,月 木,水,火,水2
7,幸竹町,下京エコまちステーション,月 木,金,水,水2
7,高野堂町,下京エコまちステーション,月 木,水,火,水2
7,郷之町,下京エコまちステーション,月 木,水,金,水1
7,粉川町,下京エコまちステーション,月 木,水,金,水1
7,御供石町,下京エコまちステーション,月 木,金,水,水2
7,御器屋町(七条通北側),下京エコまちステーション,月 木,水,火,水3
7,御器屋町(七条通南側で大宮通東側),下京エコまちステーション,火 金,水,火,水1
7,御器屋町(七条通南側で大宮通西側),下京エコまちステーション,火 金,水,火,水3
7,五軒町,下京エコまちステーション,月 木,水,火,水2
7,小阪町(壬生川通西側),下京エコまちステーション,火 金,水,火,水3
7,小阪町(壬生川通東側),下京エコまちステーション,月 木,水,火,水3
7,小島町,下京エコまちステーション,月 木,金,水,水2
7,五条烏丸町,下京エコまちステーション,月 木,金,水,水2
7,五坊大宮町,下京エコまちステーション,火 金,水,火,水3
7,米屋町,下京エコまちステーション,月 木,水,金,水1
7,小柳町,下京エコまちステーション,月 木,水,金,水1
7,紺屋町,下京エコまちステーション,月 木,水,金,水1
7,斉藤町,下京エコまちステーション,月 木,金,水,水2
7,材木町(木屋町通側 新町通側),下京エコまちステーション,月 木,金,水,水2
7,材木町(七条通側),下京エコまちステーション,月 木,水,金,水1
7,堺町,下京エコまちステーション,月 木,水,金,水1
7,栄町,下京エコまちステーション,月 木,水,金,水1
7,下り松町,下京エコまちステーション,火 金,水,火,水3
7,桜木町,下京エコまちステーション,月 木,水,金,水1
7,笹屋町,下京エコまちステーション,月 木,水,金,水1
7,篠屋町,下京エコまちステーション,月 木,水,火,水2
7,佐竹町,下京エコまちステーション,火 金,水,火,水3
7,佐女牛井町,下京エコまちステーション,月 木,水,金,水1
7,晒屋町,下京エコまちステーション,火 金,水,火,水3
7,三軒替地町,下京エコまちステーション,月 木,水,火,水1
7,三軒町,下京エコまちステーション,月 木,金,水,水2
7,山王町(室町通側),下京エコまちステーション,月 木,金,水,水2
7,山王町(三之宮通側),下京エコまちステーション,月 木,水,金,水1
7,塩竈町,下京エコまちステーション,月 木,金,水,水2
7,塩小路町,下京エコまちステーション,月 木,水,金,水1
7,塩屋町(枳殻邸側),下京エコまちステーション,月 木,水,金,水1
7,塩屋町(黒門通側),下京エコまちステーション,火 金,水,火,水3
7,塩屋町(綾小路通側),下京エコまちステーション,月 木,金,水,水2
7,四条大宮町,下京エコまちステーション,火 金,水,火,水3
7,四条町,下京エコまちステーション,月 木,金,水,水2
7,四条堀川町(堀川通東側),下京エコまちステーション,月 木,水,火,水1
7,四条堀川町(堀川通西側),下京エコまちステーション,火 金,水,火,水3
7,七条御所ノ内西町,下京エコまちステーション,火 金,木,月,水4
7,七条御所ノ内南町,下京エコまちステーション,火 金,木,月,水4
7,七条御所ノ内北町,下京エコまちステーション,火 金,木,月,水4
7,七条御所ノ内中町,下京エコまちステーション,火 金,木,月,水4
7,七条御所ノ内本町,下京エコまちステーション,火 金,木,月,水4
7,四本松町,下京エコまちステーション,月 木,水,金,水1
7,志水町,下京エコまちステーション,火 金,水,火,水1
7,清水町(西堀川通側),下京エコまちステーション,火 金,水,火,水1
7,清水町(河原町通側),下京エコまちステーション,月 木,金,水,水2
7,下魚棚４丁目,下京エコまちステーション,火 金,水,火,水1
7,下鱗形町,下京エコまちステーション,月 木,金,水,水2
7,下糀屋町,下京エコまちステーション,火 金,水,火,水1
7,下五条町(五条通北側),下京エコまちステーション,火 金,水,火,水3
7,下五条町(五条通南側),下京エコまちステーション,月 木,水,火,水3
7,下材木町,下京エコまちステーション,月 木,金,水,水2
7,下三之宮町,下京エコまちステーション,月 木,水,金,水1
7,下諏訪町,下京エコまちステーション,月 木,水,金,水1
7,下長福寺町(五条通北側),下京エコまちステーション,火 金,水,火,水3
7,下長福寺町(五条通南側),下京エコまちステーション,月 木,水,火,水3
7,下二之宮町,下京エコまちステーション,月 木,水,金,水1
7,下之町,下京エコまちステーション,月 木,水,金,水1
7,下平野町,下京エコまちステーション,月 木,水,金,水1
7,下万寿寺町,下京エコまちステーション,月 木,水,金,水1
7,下柳町,下京エコまちステーション,月 木,水,金,水1
7,十禅師町,下京エコまちステーション,月 木,水,金,水1
7,十文字町,下京エコまちステーション,火 金,水,火,水3
7,数珠屋町,下京エコまちステーション,月 木,水,金,水1
7,俊成町,下京エコまちステーション,月 木,金,水,水2
7,順風町,下京エコまちステーション,月 木,金,水,水2
7,聖真子町,下京エコまちステーション,月 木,水,金,水1
7,卓屋町,下京エコまちステーション,月 木,水,金,水1
7,新開町,下京エコまちステーション,月 木,金,水,水2
7,新釜座町,下京エコまちステーション,月 木,金,水,水2
7,真町,下京エコまちステーション,月 木,金,水,水2
7,新日吉町,下京エコまちステーション,月 木,水,金,水1
7,新明町,下京エコまちステーション,月 木,金,水,水2
7,水銀屋町,下京エコまちステーション,月 木,金,水,水2
7,杉蛭子町,下京エコまちステーション,火 金,水,火,水3
7,杉屋町,下京エコまちステーション,月 木,金,水,水2
7,朱雀内畑町,下京エコまちステーション,火 金,水,木,水4
7,朱雀裏畑町,下京エコまちステーション,火 金,水,木,水4
7,朱雀北ノ口町,下京エコまちステーション,火 金,水,木,水3
7,朱雀正会町,下京エコまちステーション,火 金,水,火,水3
7,朱雀堂ノ口町,下京エコまちステーション,火 金,水,木,水3
7,朱雀分木町,下京エコまちステーション,火 金,水,木,水3
7,朱雀宝蔵町,下京エコまちステーション,火 金,水,木,水3
7,筋屋町,下京エコまちステーション,月 木,金,水,水2
7,須浜町,下京エコまちステーション,月 木,金,水,水2
7,住吉町(醒ケ井通),下京エコまちステーション,月 木,水,火,水2
7,住吉町(醒ケ井通以外),下京エコまちステーション,月 木,水,金,水1
7,諏訪開町,下京エコまちステーション,月 木,水,火,水3
7,瀬戸屋町,下京エコまちステーション,火 金,水,火,水3
7,銭屋町,下京エコまちステーション,月 木,水,金,水1
7,泉正寺町,下京エコまちステーション,月 木,金,水,水2
7,泉水町,下京エコまちステーション,月 木,水,金,水1
7,善長寺町,下京エコまちステーション,月 木,金,水,水2
7,船頭町,下京エコまちステーション,月 木,金,水,水2
7,大工町,下京エコまちステーション,火 金,水,火,水1
7,大黒町(仏光寺通),下京エコまちステーション,月 木,金,水,水2
7,大黒町(仏光寺通以外),下京エコまちステーション,月 木,水,金,水1
7,醍醐町,下京エコまちステーション,月 木,金,水,水2
7,太子山町,下京エコまちステーション,月 木,水,火,水2
7,大寿町,下京エコまちステーション,月 木,水,水,水2
7,松明町,下京エコまちステーション,月 木,水,火,水1
7,高雄町,下京エコまちステーション,月 木,水,金,水1
7,高材木町,下京エコまちステーション,月 木,金,水,水2
7,高砂町,下京エコまちステーション,月 木,金,水,水2
7,高槻町,下京エコまちステーション,月 木,水,金,水1
7,高辻町,下京エコまちステーション,月 木,金,水,水2
7,高辻猪熊町,下京エコまちステーション,火 金,水,火,水3
7,高辻大宮町,下京エコまちステーション,火 金,水,火,水3
7,高辻西洞院町(西洞院西側),下京エコまちステーション,月 木,水,火,水2
7,高辻西洞院町(西洞院東側),下京エコまちステーション,月 木,金,水,水2
7,高辻堀川町,下京エコまちステーション,火 金,水,火,水3
7,高橋町,下京エコまちステーション,月 木,金,水,水2
7,高宮町,下京エコまちステーション,月 木,水,金,水1
7,竹屋町(高倉通),下京エコまちステーション,月 木,金,水,水2
7,竹屋町(若宮通),下京エコまちステーション,月 木,水,金,水1
7,竹屋之町,下京エコまちステーション,月 木,金,水,水2
7,立売東町,下京エコまちステーション,月 木,金,水,水2
7,立売西町,下京エコまちステーション,月 木,金,水,水2
7,立売中之町,下京エコまちステーション,月 木,金,水,水2
7,橘町(松原通),下京エコまちステーション,月 木,水,火,水2
7,橘町(御幸町通),下京エコまちステーション,月 木,金,水,水2
7,橘町(松原通 御幸町通以外),下京エコまちステーション,月 木,水,金,水1
7,立中町,下京エコまちステーション,火 金,水,火,水3
7,辰巳町,下京エコまちステーション,月 木,水,金,水1
7,足袋屋町,下京エコまちステーション,月 木,水,水,水2
7,玉津島町,下京エコまちステーション,月 木,金,水,水2
7,玉本町,下京エコまちステーション,月 木,水,金,水1
7,玉屋町,下京エコまちステーション,月 木,金,水,水2
7,溜池町,下京エコまちステーション,月 木,水,金,水1
7,樽屋町,下京エコまちステーション,火 金,水,火,水1
7,俵屋町,下京エコまちステーション,月 木,金,水,水2
7,丹波街道町,下京エコまちステーション,月 木,水,火,水3
7,茶磨屋町,下京エコまちステーション,月 木,金,水,水2
7,忠庵町,下京エコまちステーション,月 木,金,水,水2
7,中堂寺粟田町,下京エコまちステーション,火 金,水,木,水4
7,中堂寺鍵田町,下京エコまちステーション,火 金,水,火,水3
7,中堂寺南町,下京エコまちステーション,火 金,水,木,水3
7,中堂寺北町,下京エコまちステーション,火 金,水,木,水3
7,中堂寺櫛笥町,下京エコまちステーション,火 金,水,火,水3
7,中堂寺庄ノ内町,下京エコまちステーション,火 金,水,木,水3
7,中堂寺西寺町,下京エコまちステーション,火 金,水,火,水3
7,中堂寺坊城町(五条通より北側),下京エコまちステーション,火 金,水,木,水3
7,中堂寺坊城町(五条通より南側),下京エコまちステーション,火 金,水,火,水3
7,中堂寺前田町,下京エコまちステーション,月 木,水,火,水3
7,中堂寺前町,下京エコまちステーション,月 木,水,火,水3
7,中堂寺壬生川町(五条通より北側),下京エコまちステーション,火 金,水,木,水3
7,中堂寺壬生川町(五条通より南側),下京エコまちステーション,火 金,水,火,水3
7,中堂寺命婦町,下京エコまちステーション,火 金,水,木,水3
7,中堂寺藪ノ内町,下京エコまちステーション,月 木,水,火,水3
7,突抜水1丁目,下京エコまちステーション,月 木,水,火,水3
7,突抜水2丁目,下京エコまちステーション,月 木,水,火,水3
7,月鉾町,下京エコまちステーション,月 木,金,水,水2
7,月見町,下京エコまちステーション,月 木,金,水,水2
7,土橋町,下京エコまちステーション,月 木,水,金,水1
7,槌屋町,下京エコまちステーション,火 金,水,火,水3
7,筒金町,下京エコまちステーション,月 木,水,金,水1
7,葛籠屋町,下京エコまちステーション,月 木,金,水,水2
7,貞安前之町,下京エコまちステーション,月 木,金,水,水2
7,徹宝町,下京エコまちステーション,火 金,水,火,水1
7,天使突抜１丁目,下京エコまちステーション,月 木,水,火,水2
7,天使突抜水2丁目,下京エコまちステーション,月 木,水,火,水2
7,天使突抜水3丁目,下京エコまちステーション,月 木,水,金,水1
7,天使突抜水4丁目,下京エコまちステーション,月 木,水,金,水1
7,天神町,下京エコまちステーション,月 木,水,金,水1
7,天神前町,下京エコまちステーション,月 木,水,火,水2
7,天王町,下京エコまちステーション,月 木,金,水,水2
7,天満町,下京エコまちステーション,月 木,金,水,水2
7,都市町,下京エコまちステーション,月 木,水,金,水1
7,童侍者町,下京エコまちステーション,月 木,金,水,水2
7,燈籠町,下京エコまちステーション,月 木,金,水,水2
7,常葉町,下京エコまちステーション,月 木,水,金,水1
7,木賊山町,下京エコまちステーション,月 木,水,火,水2
7,徳正寺町,下京エコまちステーション,月 木,金,水,水2
7,徳万町,下京エコまちステーション,月 木,金,水,水2
7,徳屋町,下京エコまちステーション,火 金,水,火,水3
7,富田町,下京エコまちステーション,月 木,水,金,水1
7,富永町(高辻通),下京エコまちステーション,火 金,水,火,水3
7,富永町(高辻通以外),下京エコまちステーション,月 木,金,水,水2
7,富浜町,下京エコまちステーション,月 木,水,金,水1
7,富松町,下京エコまちステーション,月 木,水,金,水1
7,富屋町,下京エコまちステーション,月 木,水,金,水1
7,中居町,下京エコまちステーション,月 木,水,金,水1
7,中金仏町,下京エコまちステーション,月 木,水,金,水1
7,永倉町(西洞院西側),下京エコまちステーション,月 木,水,火,水2
7,永倉町(西洞院東側),下京エコまちステーション,月 木,金,水,水2
7,中之町,下京エコまちステーション,月 木,金,水,水2
7,中野之町,下京エコまちステーション,月 木,金,水,水2
7,永原町,下京エコまちステーション,月 木,金,水,水2
7,長刀切町,下京エコまちステーション,月 木,金,水,水2
7,長刀切鉾町,下京エコまちステーション,月 木,金,水,水2
7,鍋屋町,下京エコまちステーション,月 木,金,水,水2
7,納屋町,下京エコまちステーション,月 木,水,金,水1
7,奈良物町,下京エコまちステーション,月 木,金,水,水2
7,難波町,下京エコまちステーション,月 木,金,水,水2
7,匂天神町,下京エコまちステーション,月 木,金,水,水2
7,西油小路町,下京エコまちステーション,月 木,水,金,水1
7,西綾小路東半町,下京エコまちステーション,月 木,水,火,水2
7,西綾小路西半町,下京エコまちステーション,月 木,水,火,水2
7,西魚屋町,下京エコまちステーション,月 木,水,金,水1
7,西錺屋町,下京エコまちステーション,月 木,金,水,水2
7,西側町,下京エコまちステーション,月 木,水,金,水1
7,西境町,下京エコまちステーション,月 木,水,金,水1
7,西七条赤社町,下京エコまちステーション,火 金,木,月,水4
7,西七条石井町,下京エコまちステーション,火 金,木,月,水4
7,西七条市部町,下京エコまちステーション,火 金,木,月,水4
7,西七条東石ケ坪町,下京エコまちステーション,火 金,木,月,水4
7,西七条西石ケ坪町,下京エコまちステーション,火 金,木,月,水4
7,西七条御前田町,下京エコまちステーション,火 金,木,月,水4
7,西七条東御前田町,下京エコまちステーション,火 金,木,月,水4
7,西七条掛越町,下京エコまちステーション,火 金,木,月,水4
7,西七条南衣田町,下京エコまちステーション,火 金,木,月,水4
7,西七条北衣田町,下京エコまちステーション,火 金,木,月,水4
7,西七条東久保町,下京エコまちステーション,火 金,水,木,水4
7,西七条西久保町,下京エコまちステーション,火 金,水,木,水4
7,西七条御領町,下京エコまちステーション,火 金,水,木,水4
7,西七条南月読町,下京エコまちステーション,火 金,木,月,水4
7,西七条北月読町,下京エコまちステーション,火 金,木,月,水4
7,西七条名倉町,下京エコまちステーション,火 金,木,月,水4
7,西七条中野町,下京エコまちステーション,火 金,木,月,水4
7,西七条南中野町,下京エコまちステーション,火 金,木,月,水4
7,西七条南東野町,下京エコまちステーション,火 金,水,木,水4
7,西七条北東野町,下京エコまちステーション,火 金,水,木,水4
7,西七条南西野町,下京エコまちステーション,火 金,木,月,水4
7,西七条北西野町,下京エコまちステーション,火 金,木,月,水4
7,西七条東八反田町,下京エコまちステーション,火 金,水,木,水4
7,西七条西八反田町,下京エコまちステーション,火 金,水,木,水4
7,西七条比輪田町,下京エコまちステーション,火 金,木,月,水4
7,西七条八幡町,下京エコまちステーション,火 金,木,月,水4
7,西新屋敷揚屋町,下京エコまちステーション,火 金,水,火,水3
7,西新屋上之町,下京エコまちステーション,火 金,水,火,水3
7,西新屋下之町,下京エコまちステーション,火 金,水,火,水3
7,西新屋太夫町,下京エコまちステーション,火 金,水,火,水3
7,西新屋中堂寺町,下京エコまちステーション,火 金,水,火,水3
7,西新屋中之町,下京エコまちステーション,火 金,水,火,水3
7,西酢屋町,下京エコまちステーション,月 木,水,火,水3
7,西高辻町,下京エコまちステーション,月 木,水,火,水2
7,西玉水町,下京エコまちステーション,月 木,水,金,水1
7,西田町,下京エコまちステーション,火 金,水,火,水3
7,西洞院町,下京エコまちステーション,月 木,水,金,水1
7,西之町,下京エコまちステーション,月 木,水,金,水1
7,西橋詰町,下京エコまちステーション,月 木,金,水,水2
7,西前町,下京エコまちステーション,月 木,金,水,水2
7,西松屋町,下京エコまちステーション,月 木,水,金,水1
7,西門前町,下京エコまちステーション,火 金,水,火,水3
7,西八百屋町,下京エコまちステーション,火 金,水,火,水1
7,廿人講町,下京エコまちステーション,月 木,水,金,水1
7,二帖半敷町,下京エコまちステーション,月 木,金,水,水2
7,西若松町,下京エコまちステーション,月 木,水,金,水1
7,二人司町(壬生西側),下京エコまちステーション,火 金,水,火,水3
7,二人司町(壬生東側),下京エコまちステーション,月 木,水,火,水3
7,鶏鉾町,下京エコまちステーション,月 木,金,水,水2
7,塗師屋町(五条上),下京エコまちステーション,月 木,金,水,水2
7,★塗師屋町(五条下),下京エコまちステーション,月 木,水,金,水1
7,布屋町,下京エコまちステーション,月 木,金,水,水2
7,白楽天町,下京エコまちステーション,月 木,金,水,水2
7,橋詰町,下京エコまちステーション,月 木,水,金,水1
7,波止土濃町,下京エコまちステーション,月 木,水,金,水1
7,橋本町(収集無し),下京エコまちステーション,,,,
7,八王子町,下京エコまちステーション,月 木,水,金,水1
7,八軒町,下京エコまちステーション,月 木,水,金,水1
7,八条坊門町(収集無し),下京エコまちステーション,,,,
7,八文字町,下京エコまちステーション,月 木,金,水,水2
7,花園町,下京エコまちステーション,月 木,水,金,水3
7,花畑町(七条上),下京エコまちステーション,月 木,水,火,水3
7,花畑町(七条下),下京エコまちステーション,火 金,水,火,水3
7,花屋町,下京エコまちステーション,月 木,水,金,水1
7,早尾町,下京エコまちステーション,月 木,金,金,水2
7,繁昌町,下京エコまちステーション,月 木,金,水,水2
7,坂東屋町,下京エコまちステーション,月 木,金,水,水2
7,東油小路町,下京エコまちステーション,月 木,水,金,水1
7,東魚屋町,下京エコまちステーション,月 木,水,金,水1
7,東錺屋町(五条上),下京エコまちステーション,月 木,金,水,水2
7,東錺屋町(五条下),下京エコまちステーション,月 木,水,金,水1
7,東側町,下京エコまちステーション,月 木,水,金,水1
7,東境町,下京エコまちステーション,月 木,水,金,水1
7,東塩小路町,下京エコまちステーション,月 木,水,金,水1
7,東塩小路釜殿町(収集無し),下京エコまちステーション,,,,
7,東塩小路高倉町,下京エコまちステーション,月 木,水,金,水1
7,東塩小路向畑町,下京エコまちステーション,月 木,水,金,水1
7,東大工町,下京エコまちステーション,月 木,水,金,水1
7,東玉水町,下京エコまちステーション,月 木,水,金,水1
7,東町,下京エコまちステーション,月 木,水,金,水1
7,東之町,下京エコまちステーション,月 木,水,金,水1
7,東前町,下京エコまちステーション,月 木,金,水,水2
7,東松屋町,下京エコまちステーション,月 木,水,金,水1
7,東若松町,下京エコまちステーション,月 木,水,金,水1
7,樋口町,下京エコまちステーション,月 木,水,火,水2
7,菱屋町,下京エコまちステーション,月 木,水,金,水1
7,毘沙門町,下京エコまちステーション,月 木,水,金,水1
7,樋之下町,下京エコまちステーション,月 木,金,水,水2
7,平居町,下京エコまちステーション,月 木,水,金,水1
7,平岡町,下京エコまちステーション,月 木,水,金,水1
7,平野町,下京エコまちステーション,月 木,水,金,水1
7,平屋町,下京エコまちステーション,月 木,水,火,水2
7,深草町,下京エコまちステーション,月 木,金,水,水2
7,福島町,下京エコまちステーション,月 木,水,金,水1
7,福田寺町,下京エコまちステーション,月 木,金,水,水2
7,福本町,下京エコまちステーション,月 木,水,金,水1
7,藤本寄町,下京エコまちステーション,火 金,木,月,水4
7,仏具屋町,下京エコまちステーション,月 木,水,金,水1
7,仏光寺東町,下京エコまちステーション,月 木,金,水,水2
7,仏光寺西町,下京エコまちステーション,月 木,金,水,水2
7,麓町,下京エコまちステーション,月 木,水,火,水2
7,舟屋町,下京エコまちステーション,月 木,水,火,水2
7,船鉾町,下京エコまちステーション,月 木,金,水,水2
7,古御旅町,下京エコまちステーション,火 金,水,火,水1
7,弁財天町,下京エコまちステーション,月 木,金,水,水2
7,坊門町,下京エコまちステーション,火 金,水,火,水3
7,坊門中之町,下京エコまちステーション,火 金,水,火,水1
7,卜味金仏町,下京エコまちステーション,月 木,水,金,水1
7,骨屋町(高辻通),下京エコまちステーション,月 木,金,水,水2
7,骨屋町(高辻通以外),下京エコまちステーション,月 木,水,金,水1
